OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,x,y
11698,0001139211,SELECT SPECIALTY HOSPITAL JACKSON,5903 RIDGEWOOD ROAD,JACKSON,MS,39211,NOT AVAILABLE,(601) 899-3800,LONG TERM CARE,OPEN,53,HINDS,28049,USA,32.38977004,-90.14337561,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.selectspecialtyhospitals.com/company/locations/jackson.,22-331,NOT AVAILABLE,28,PROPRIETARY,-999,53,NOT AVAILABLE,N,-10034714.671292,3814583.45131118
11699,0006439159,SHARKEY - ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH STREET,ROLLING FORK,MS,39159,NOT AVAILABLE,(662) 873-4395,GENERAL ACUTE CARE,OPEN,29,SHARKEY,28125,USA,32.90473853,-90.88455527,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,21-172,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,29,LEVEL IV,Y,-10117222.4136295,3882666.41201183
11700,0009239114,SIMPSON GENERAL HOSPITAL,"1842 SIMPSON, HIGHWAY 149",MENDENHALL,MS,39114,NOT AVAILABLE,(601) 847-2221,GENERAL ACUTE CARE,OPEN,35,SIMPSON,28127,USA,31.96907265,-89.8864944699999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.simpsongeneralhospital.com,13-216,NOT AVAILABLE,28,NON-PROFIT,-999,35,LEVEL IV,Y,-10006118.7935928,3759251.61616972
11701,0001239581,SINGING RIVER HEALTH SYSTEM,2809 DENNY AVENUE,PASCAGOULA,MS,39581,NOT AVAILABLE,(228) 809-5000,GENERAL ACUTE CARE,OPEN,435,JACKSON,28059,USA,30.3763940700001,-88.53344391,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,11-039,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,435,LEVEL III,Y,-9855497.89423604,3552024.12543541
11702,0003939441,SOUTH CENTRAL REGIONAL MEDICAL CENTER,1220 JEFFERSON STREET,LAUREL,MS,39440,NOT AVAILABLE,(601) 426-4000,GENERAL ACUTE CARE,OPEN,285,JONES,28067,USA,31.6849522300001,-89.1407940999999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.scrmc.com,11-153,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,285,LEVEL III,N,-9923107.80812004,3722026.38793336
11703,0004139475,SOUTH MISSISSIPPI STATE HOSPITAL,823 HIGHWAY 589,PURVIS,MS,39475,NOT AVAILABLE,(601) 794-0100,PSYCHIATRIC,OPEN,50,LAMAR,28073,USA,31.16660224,-89.42521313,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,31-329,NOT AVAILABLE,28,GOVERNMENT - STATE,-999,50,NOT AVAILABLE,N,-9954769.18971156,3654404.5694004
11704,0009838751,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,INDIANOLA,MS,38751,NOT AVAILABLE,(662) 877-5235,GENERAL ACUTE CARE,OPEN,49,SUNFLOWER,28133,USA,33.4575199500001,-90.65019353,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,11-102,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,49,LEVEL IV,N,-10091133.3840713,3956190.73858079
11705,0008539649,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AVENUE,MCCOMB,MS,39649,NOT AVAILABLE,(601) 249-5500,GENERAL ACUTE CARE,OPEN,160,PIKE,28113,USA,31.2510102300001,-90.4739555899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.smrmc.com,11-251,NOT AVAILABLE,28,GOVERNMENT - DISTRICT/AUTHORITY,-999,160,LEVEL IV,Y,-10071514.666332,3665390.6851385
11706,0001039216,ST. DOMINIC - JACKSON MEMORIAL HOSPITAL,969 LAKELAND DRIVE,JACKSON,MS,39216,NOT AVAILABLE,(601) 200-2000,GENERAL ACUTE CARE,OPEN,571,HINDS,28049,USA,32.33256579,-90.1648566699999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.stdom.com,14-031,NOT AVAILABLE,28,NON-PROFIT,-999,571,LEVEL IV,Y,-10037105.9319529,3807044.65983558
11707,0009639577,STONE COUNTY HOSPITAL,1434 EAST CENTRAL AVENUE,WIGGINS,MS,39577,NOT AVAILABLE,(601) 928-6600,CRITICAL ACCESS,OPEN,25,STONE,28131,USA,30.8448681400001,-89.11577106,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.schospital.net/,12-280,NOT AVAILABLE,28,PROPRIETARY,-999,25,LEVEL IV,N,-9920322.25604915,3612618.66410305
11708,0010038921,TALLAHATCHIE GENERAL HOSPITAL,201 SOUTH MARKET STREET,CHARLESTON,MS,38921,NOT AVAILABLE,(662) 647-5535,CRITICAL ACCESS,OPEN,18,TALLAHATCHIE,28135,USA,34.00405634,-90.05883233,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,www.mytgh.com,11-211,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,18,LEVEL IV,Y,-10025303.3564124,4029346.70649673
11709,0004839301,THE SPECIALTY HOSPITAL OF MERIDIAN,1314 19TH AVENUE,MERIDIAN,MS,39301,NOT AVAILABLE,(601) 486-4211,LONG TERM CARE,OPEN,49,LAUDERDALE,28075,USA,32.36961231,-88.6972544,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)","https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.specialtyhospitalofmeridian.com/shm/,23-324,NOT AVAILABLE,28,NON-PROFIT,-999,49,NOT AVAILABLE,N,-9873733.19456944,3811926.37497531
11710,0010238663,TIPPAH COUNTY HOSPITAL,1005 CITY AVENUE NORTH,RIPLEY,MS,38663,NOT AVAILABLE,(662) 837-9221,GENERAL ACUTE CARE,OPEN,25,TIPPAH,28139,USA,34.73938981,-88.95024734,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.tippahcounty.ripley.ms/hospital.html,11-159,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,25,LEVEL IV,Y,-9901896.23982454,4128521.41711869
11711,0007539345,"TISHOMINGO HEALTH SERVICES, INC",1777 CURTIS DRIVE,IUKA,MS,38852,NOT AVAILABLE,(601) 683-2031,GENERAL ACUTE CARE,OPEN,48,NEWTON,28101,USA,32.3562068100001,-89.12786608,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,13-221,NOT AVAILABLE,28,NON-PROFIT,-999,48,LEVEL IV,Y,-9921668.66751668,3810159.66693017
11712,0001838851,TRACE REGIONAL HOSPITAL,1002 EAST MADISON STREET,HOUSTON,MS,38851,NOT AVAILABLE,(662) 456-3700,GENERAL ACUTE CARE,OPEN,84,CHICKASAW,28017,USA,33.8942266,-88.9853275899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.traceregional.com,12-296,NOT AVAILABLE,28,PROPRIETARY,-999,84,NOT AVAILABLE,Y,-9905801.35539143,4014608.07009813
11713,0007238967,TYLER HOLMES MEMORIAL HOSPITAL,409 TYLER HOLMES DRIVE,WINONA,MS,38967,NOT AVAILABLE,(662) 283-4114,CRITICAL ACCESS,OPEN,25,MONTGOMERY,28097,USA,33.4909256,-89.73855166,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.thmh.org/,11-209,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,25,LEVEL IV,Y,-9989649.87531707,3960648.89495778
11714,0003339216,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,2500 NORTH STATE STREET,JACKSON,MS,39216,NOT AVAILABLE,(601) 984-4100,GENERAL ACUTE CARE,OPEN,697,HINDS,28049,USA,32.3294722800001,-90.17314608,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,11-199,NOT AVAILABLE,28,GOVERNMENT - STATE,-999,697,LEVEL I,Y,-10038028.7048531,3806637.11048825
11715,0006038901,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER - GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,NOT AVAILABLE,(662) 227-7000,GENERAL ACUTE CARE,OPEN,142,GRENADA,28043,USA,33.76223436,-89.8174798699999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.glmc.net,11-245,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,142,LEVEL IV,Y,-9998436.12346349,3996920.41703204
11716,0010539667,WALTHALL GENERAL HOSPITAL,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667,NOT AVAILABLE,(601) 876-2122,GENERAL ACUTE CARE,OPEN,25,WALTHALL,28147,USA,31.12037143,-90.15576773,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,11-257,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,25,LEVEL IV,Y,-10036094.1557802,3648391.55149317
11717,0011039367,WAYNE GENERAL HOSPITAL,950 MATTHEW DRIVE,WAYNESBORO,MS,39367,NOT AVAILABLE,(601) 735-5151,GENERAL ACUTE CARE,OPEN,49,WAYNE,28153,USA,31.67311763,-88.63391303,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://www.waynegeneralhospital.org,11-288,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,49,LEVEL IV,Y,-9866682.06551489,3720478.30744149
11718,0193339744,"WEBSTER HEALTH SERVICES, INC",70 MEDICAL PLAZA,EUPORA,MS,39744,NOT AVAILABLE,(662) 258-6221,GENERAL ACUTE CARE,OPEN,38,WEBSTER,28155,USA,33.53392561,-89.26635699,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY/OTHER,5/5/2020 12:00:00 AM,NOT AVAILABLE,13-225,NOT AVAILABLE,28,NON-PROFIT,-999,38,LEVEL IV,Y,-9937085.40509737,3966390.00076507
11719,0009439193,WHITFIELD MEDICAL SURGICAL HOSPITAL,3550 HWY 468 WEST,WHITFIELD,MS,39193,NOT AVAILABLE,(601) 351-8000,GENERAL ACUTE CARE,OPEN,32,RANKIN,28121,USA,32.2428057400001,-90.0702453599999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,NOT AVAILABLE,11-298,NOT AVAILABLE,28,GOVERNMENT - STATE,-999,32,NOT AVAILABLE,N,-10026573.8491004,3795225.02323558
11720,0012739339,WINSTON MEDICAL CENTER,17550 EAST MAIN STREET,LOUISVILLE,MS,39339,NOT AVAILABLE,(662) 773-6211,GENERAL ACUTE CARE,OPEN,24,WINSTON,28159,USA,33.0980050900001,-89.06011088,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY/OTHER,4/29/2020 12:00:00 AM,NOT AVAILABLE,16-208,NOT AVAILABLE,28,NON-PROFIT,-999,24,LEVEL IV,N,-9914126.19315408,3908319.73669007
11721,0011538965,YALOBUSHA GENERAL HOSPITAL,630 S MAIN STREET,WATER VALLEY,MS,38965,NOT AVAILABLE,(662) 473-1411,GENERAL ACUTE CARE,OPEN,26,YALOBUSHA,28161,USA,34.13125561,-89.6420887,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"https://msdh.ms.gov/msdhsite/_static/30,0,83.html",3/29/2024 12:00:00 AM,IMAGERY,4/29/2020 12:00:00 AM,http://yalobushageneral.com/,11-223,NOT AVAILABLE,28,GOVERNMENT - LOCAL,-999,26,NOT AVAILABLE,Y,-9978911.66772946,4046440.09374892
11722,0014563110,BARNES JEWISH HOSPITAL,1 BARNES JEWISH HOSPITAL PLAZA,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 747-3000,GENERAL ACUTE CARE,OPEN,1431,ST. LOUIS,29510,USA,38.63567447,-90.26471606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,NOT AVAILABLE,H006,NOT AVAILABLE,29,NON-PROFIT,-999,1431,LEVEL I,Y,-10048222.2283986,4669618.61584545
11723,0018863110,BARNES - JEWISH HOSPITAL - NORTH,PARKVIEW PLACE,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 747-3000,GENERAL ACUTE CARE,OPEN,485,ST. LOUIS,29510,USA,38.63637879,-90.26458281,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,8/16/2016 12:00:00 AM,NOT AVAILABLE,H005,NOT AVAILABLE,29,NON-PROFIT,-999,485,LEVEL I,Y,-10048207.3950765,4669718.98933156
11724,0018963112,BARNES - JEWISH HOSPITAL - PSYCHIATRIC SU,5355 DELMAR BLVD,ST. LOUIS,MO,63112,NOT AVAILABLE,(314) 514-3535,PSYCHIATRIC,OPEN,50,ST. LOUIS,29510,USA,38.65387831,-90.2755016199999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,8/16/2016 12:00:00 AM,NOT AVAILABLE,H177,NOT AVAILABLE,29,NON-PROFIT,-999,50,NOT AVAILABLE,N,-10049422.8714457,4672213.18363267
11725,0011963376,BARNES - JEWISH ST. PETERS HOSPITAL,10 HOSPITAL DRIVE,ST. PETERS,MO,63376,NOT AVAILABLE,(636) 916-9000,GENERAL ACUTE CARE,OPEN,102,ST. CHARLES,29183,USA,38.7936050500001,-90.57961531,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.bjsph.org/,H007,NOT AVAILABLE,29,NON-PROFIT,-999,102,LEVEL I,Y,-10083276.6525598,4692150.24000752
11726,0012963141,BARNES - JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,NOT AVAILABLE,(314) 996-8000,GENERAL ACUTE CARE,OPEN,68,ST. LOUIS,29189,USA,38.6762228900001,-90.4679979699999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.barnesjewishwestcounty.org,H008,NOT AVAILABLE,29,NON-PROFIT,-999,68,NOT AVAILABLE,N,-10070851.4671073,4675398.82681163
11727,0002164730,BATES COUNTY MEMORIAL HOSPITAL,"615 WEST NURSERY STREET, PO BOX 370",BUTLER,MO,64730,NOT AVAILABLE,(660) 200-7000,GENERAL ACUTE CARE,OPEN,60,BATES,29013,USA,38.2490284400001,-94.34288588,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.bcmhospital.com,H010,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,60,NOT AVAILABLE,Y,-10502202.0161295,4614665.15643051
11728,0196784689,BEACON SURGERY CENTER,"2861 NE INDEPENDENCE AVE, SUITE 101",LEES SUMMIT,MO,64064,NOT AVAILABLE,(262) 909-2116,SPECIAL,OPEN,-999,JACKSON,29095,USA,38.96381088,-94.36088203,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,3/3/2022 12:00:00 AM,NOT AVAILABLE,H196,NOT AVAILABLE,29,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N,-10504205.3383838,4716489.11654691
11729,0005764012,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,NOT AVAILABLE,(816) 348-1200,GENERAL ACUTE CARE,OPEN,71,CASS,29037,USA,38.8158130200001,-94.50300191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.beltonregionalmedicalcenter.com,H149,NOT AVAILABLE,29,PROPRIETARY,-999,71,LEVEL III,Y,-10520026.051057,4695322.60352877
11730,0000165201,BOONE HOSPITAL CENTER,1600 EAST BROADWAY,COLUMBIA,MO,65201,NOT AVAILABLE,(573) 815-8000,GENERAL ACUTE CARE,OPEN,392,BOONE,29019,USA,38.9492967900001,-92.3158130799999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.boone.org,H011,NOT AVAILABLE,29,NON-PROFIT,-999,392,LEVEL I,Y,-10276549.3042326,4714411.37290183
11731,0009865301,BOTHWELL REGIONAL HEALTH CENTER,"601 EAST 14TH STREET, PO BOX 1706",SEDALIA,MO,65301,NOT AVAILABLE,(660) 826-8833,GENERAL ACUTE CARE,OPEN,99,PETTIS,29159,USA,38.6995744500001,-93.22158611,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.brhc.org,H012,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,99,NOT AVAILABLE,Y,-10377379.4967065,4678729.09695479
11732,0006164429,"CAMERON REGIONAL MEDICAL CENTER, INC","1600 EAST EVERGREEN, PO BOX 557",CAMERON,MO,64429,NOT AVAILABLE,(816) 632-2101,GENERAL ACUTE CARE,OPEN,58,CLINTON,29049,USA,39.7304349500001,-94.21805603,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,H015,NOT AVAILABLE,29,NON-PROFIT,-999,58,LEVEL III,Y,-10488306.0207917,4826846.79676711
11733,0006365101,CAPITAL REGION MEDICAL CENTER,"1125 MADISON, PO BOX 1128",JEFFERSON CITY,MO,65101,NOT AVAILABLE,(573) 632-5000,GENERAL ACUTE CARE,OPEN,114,COLE,29051,USA,38.56579236,-92.18179252,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.crmc.org,H016,NOT AVAILABLE,29,NON-PROFIT,-999,114,LEVEL II,Y,-10261630.2037376,4659664.53048776
11734,0003464633,CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,CARROLLTON,MO,64633,NOT AVAILABLE,(660) 542-1695,CRITICAL ACCESS,OPEN,25,CARROLL,29033,USA,39.3769120800001,-93.4933903799999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.carrollcountyhospital.org,H017,NOT AVAILABLE,29,NON-PROFIT,-999,25,LEVEL IV,Y,-10407636.6096383,4775805.70088203
11735,0000764701,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,NOT AVAILABLE,(816) 380-3474,CRITICAL ACCESS,OPEN,25,CASS,29037,USA,38.66507203,-94.37749675,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.cassregional.org,H018,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,25,LEVEL III,Y,-10506054.8805538,4673808.93621595
11736,0003664744,CEDAR COUNTY MEMORIAL HOSPITAL,1401 SOUTH PARK STREET,EL DORADO SPRINGS,MO,64744,NOT AVAILABLE,(417) 876-2511,CRITICAL ACCESS,OPEN,25,CEDAR,29039,USA,37.86022532,-94.0170124099999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.cedarcountyhospital.org,H019,NOT AVAILABLE,29,GOVERNMENT - LOCAL,-999,25,NOT AVAILABLE,Y,-10465925.9473861,4559699.1121292
11737,0003764108,CENTER FOR BEHAVIORAL MEDICINE,1000 EAST 24TH STREET,KANSAS CITY,MO,64108,NOT AVAILABLE,(816) 512-7000,PSYCHIATRIC,OPEN,65,JACKSON,29095,USA,39.0850532000001,-94.57242476,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,3/12/2014 12:00:00 AM,http://www.dmhonline.dmh.state.mo.us,P001,NOT AVAILABLE,29,GOVERNMENT - STATE,-999,65,NOT AVAILABLE,Y,-10527754.1673684,4733862.04666888
11738,0003564057,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,NOT AVAILABLE,(816) 698-7000,GENERAL ACUTE CARE,OPEN,285,JACKSON,29095,USA,39.0495448,-94.34890382,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.centerpointmedical.com,H051,NOT AVAILABLE,29,PROPRIETARY,-999,285,LEVEL II,Y,-10502871.9301459,4728770.9268564
11739,0011863304,CENTERPOINTE HOSPITAL,4801 WELDON SPRING PARKWAY,ST. CHARLES,MO,63304,NOT AVAILABLE,(636) 441-7300,PSYCHIATRIC,OPEN,104,ST. CHARLES,29183,USA,38.7149685000001,-90.6718892599999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.centerpointehospital.com,H104,NOT AVAILABLE,29,PROPRIETARY,-999,104,LEVEL II,N,-10093548.5416873,4680925.10581173
11740,0191565202,CENTERPOINTE HOSPITAL OF COLUMBIA,1201 INTERNATIONAL DRIVE,COLUMBIA,MO,65202,NOT AVAILABLE,(855) 623-7016,PSYCHIATRIC,OPEN,80,BOONE,29019,USA,39.00701847,-92.32154702,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,5/5/2020 12:00:00 AM,https://centerpointehospitalcolumbia.com/,H193,NOT AVAILABLE,29,NOT AVAILABLE,-999,80,NOT AVAILABLE,N,-10277187.6035137,4722676.95805454
11741,0006464108,CHILDREN'S MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,NOT AVAILABLE,(816) 234-3000,CHILDREN,OPEN,334,JACKSON,29095,USA,39.0840846300001,-94.5772711,622110,"CHILDREN'S HOSPITALS, GENERAL",http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,http://www.childrensmercy.org,H020,NOT AVAILABLE,29,NON-PROFIT,-999,334,LEVEL I PEDIATRIC,Y,-10528293.6594694,4733723.14114952
11742,0013263031,CHRISTIAN HOSPITAL NORTHEAST - NORTHWEST,1225 GRAHAM ROAD,FLORISSANT,MO,63031,NOT AVAILABLE,(314) 953-6000,GENERAL ACUTE CARE,OPEN,3,ST. LOUIS,29189,USA,38.77998254,-90.33657815,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://health.mo.gov/safety/healthservregs/directories.php,4/1/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,NOT AVAILABLE,H021,NOT AVAILABLE,29,NON-PROFIT,-999,3,NOT AVAILABLE,N,-10056221.8796648,4690204.78114834
